Transaction Date,Book Title,ISBN,Customer ID,Quantity,Price (NPR)
2023-01-24,Chhito Ramailo Pataka,978-9937-209-28-0,C7859,2,963.0
2020-06-20,Healthcare Quality Management,978-9937-409-55-2,C7676,4,642.0
2019-10-01,Chhakka Panja,978-9937-579-94-6,C4018,5,696.0
2022-04-11,Distance Education and E-Learning,978-9937-716-36-8,C3978,1,851.0
2019-07-09,Ramita,978-9937-820-79-6,C6973,4,790.0
2021-03-07,Food Security and Nutrition,978-9937-638-72-4,C7347,5,1011.0
2022-04-26,Introduction to Sociology,978-9937-893-61-1,C1488,2,1877.0
2024-01-31,Sathi Haru Ko Katha,978-9937-818-72-3,C9594,5,1200.0
2022-03-26,Chitwan,978-9937-571-40-1,C5448,5,1692.0
2019-12-05,Dharma Ko Dhan,978-9937-122-42-3,C2838,1,1099.0
2024-01-06,Ramailo Ghar Ko Katha,978-9937-254-86-9,C7841,5,656.0
2020-07-26,Dhaak Ko Sathi,978-9937-407-85-8,C2044,3,1172.0
2023-11-14,Manavadhikar Ra Samasya,978-9937-588-14-1,C1541,4,567.0
2023-09-17,Yatra Ko Khushi,978-9937-383-99-2,C5421,4,480.0
2021-05-18,Chhalphal Ramailo Yatra,978-9937-361-92-4,C6413,2,1307.0
2019-11-13,Samaj Ko Katha,978-9937-636-41-1,C7728,1,422.0
2021-10-13,Bhagya Rekha,978-9937-889-64-2,C2438,1,1955.0
2024-01-29,Yatra Ka Sundar Manch,978-9937-685-26-0,C9029,4,885.0
2020-03-23,Yatra Ko Chha,978-9937-522-53-9,C7493,4,818.0
2023-10-08,Chemistry Practical,978-9937-231-87-3,C1607,2,1515.0
2023-06-04,Jatra Ma Jatra,978-9937-581-24-9,C7279,5,1665.0
2024-03-02,Chhito Khushi Ramailo,978-9937-438-31-0,C7462,3,674.0
2023-04-23,Katha Haru Ko Khushi,978-9937-795-36-9,C4833,5,1644.0
2019-02-22,Chhito Ramailo Kahani,978-9937-994-44-5,C6967,1,287.0
2020-07-01,Baal Kahani Ghar,978-9937-155-53-4,C9266,1,1379.0
2023-01-08,Cloud Computing Basics,978-9937-896-98-9,C6483,5,1632.0
2020-04-10,Aasha ko Ghar,978-9937-771-37-3,C3426,5,451.0
2023-03-21,Bholi Ka Sathi,978-9937-998-26-8,C1428,3,1743.0
2021-05-04,Katha Ko Yatra,978-9937-601-78-2,C6498,2,206.0
2023-06-25,Samman,978-9937-266-56-0,C5787,4,1677.0
2024-01-01,Panchhi Ra Katha,978-9937-788-88-0,C2163,5,851.0
2022-09-12,Climate Change and Its Impact,978-9937-782-47-9,C1337,5,1247.0
2021-04-25,Nirasha,978-9937-419-23-1,C1832,3,326.0
2022-03-29,Combinatorial Mathematics,978-9937-609-86-1,C1858,1,761.0
2023-09-18,Kora Swaas,978-9937-964-89-7,C2913,4,344.0
2018-11-14,Technology in Education,978-9937-952-26-9,C4141,4,376.0
2024-10-09,Sathi Ko Khushi,978-9937-851-33-2,C9273,5,393.0
2022-08-07,Maya Ra Ghar,978-9937-975-26-2,C5641,4,1538.0
2021-03-04,Chhito Khushi Sundar,978-9937-392-58-7,C5731,3,1289.0
2020-08-26,Bholi Ka Sathi,978-9937-998-26-8,C8888,5,1521.0
2023-05-30,Ghar Ko Udaan,978-9937-768-94-9,C2387,1,1472.0
2020-12-26,Introduction to Agile Project Management,978-9937-435-15-5,C7034,4,1312.0
2020-03-29,Yatra Ko Rukh,978-9937-222-92-7,C1222,5,1633.0
2023-05-23,Ankhako Anand,978-9937-784-95-9,C7449,2,1718.0
2020-08-31,Yoga and Wellness,978-9937-883-76-6,C6074,1,1630.0
2023-03-04,Sajilo Bal Katha,978-9937-360-18-4,C9831,3,715.0
2019-10-29,Chhito Kahani Ramailo,978-9937-465-67-1,C7345,1,690.0
2019-03-12,Urban Planning and Development,978-9937-987-99-4,C2742,5,850.0
2021-11-10,Chhito Ramailo Pataka,978-9937-209-28-0,C4621,1,1959.0
2020-10-02,Khushi Ko Yatra,978-9937-288-81-9,C7039,1,1268.0
2023-03-21,Sundar Yatra,978-9937-784-16-5,C2817,5,1198.0
2021-01-06,Anand Ko Sathi,978-9937-559-84-7,C8461,4,710.0
2021-06-16,Mero Katha,978-9937-454-56-8,C6513,4,1038.0
2023-12-07,Ghar Ko Raat,978-9937-182-30-7,C7642,1,1421.0
2023-06-14,Khushi Ko Yatra Sundar,978-9937-932-11-9,C7255,5,354.0
2023-04-23,Ek Paila Ramailo,978-9937-905-29-1,C2463,3,1950.0
2022-02-16,Renewable Energy Engineering,978-9937-476-42-3,C6133,1,344.0
2020-07-03,Philosophy of Nursing,978-9937-877-94-7,C9645,2,1971.0
2022-11-04,Samudayik Vikas,978-9937-817-77-6,C5764,3,1982.0
2019-02-05,Operations Research,978-9937-803-70-0,C5904,1,1658.0
2019-06-09,Jibanda Darta,978-9937-698-40-8,C5149,4,563.0
2019-06-06,Yatra Ma Chaya,978-9937-479-38-4,C3663,2,651.0
2020-12-10,Logistics Management,978-9937-312-55-1,C6649,4,1619.0
2019-02-23,Samaya Ko Paila,978-9937-458-45-1,C1371,1,1348.0
2023-08-15,Introduction to Nursing,978-9937-704-45-0,C8024,5,1351.0
2020-12-24,Buddhi Badri,978-9937-318-50-1,C7958,3,1960.0
2023-02-04,Entrepreneurship Development,978-9937-425-96-3,C3844,1,1559.0
2023-03-29,Shashwat,978-9937-922-54-5,C5875,3,1364.0
2022-08-28,Chandani,978-9937-419-18-2,C6426,3,883.0
2021-02-14,Manisha,978-9937-143-70-1,C9426,1,954.0
2020-11-11,Nepal Ko Bichar,978-9937-716-85-8,C6323,5,1287.0
2021-05-24,Chandra Surya,978-9937-464-29-1,C6933,5,1210.0
2019-06-15,Computer Architecture Fundamentals,978-9937-962-93-7,C7736,1,382.0
2021-05-07,Qualitative Research Methods,978-9937-898-21-9,C9586,3,1689.0
2020-02-16,Maile Kahan Pako,978-9937-928-70-4,C7469,4,363.0
2021-03-16,Yatra Ra Bato,978-9937-137-71-7,C9823,2,556.0
2018-11-06,Patient Care and Management,978-9937-889-57-8,C9416,2,1014.0
2024-09-19,Uran Timi Jaha,978-9937-860-71-5,C2806,4,353.0
2020-04-20,Khasi Ko Bato,978-9937-149-16-0,C4592,2,1587.0
2020-06-04,Social Psychology: An Overview,978-9937-324-24-8,C9723,2,1293.0
2024-06-22,Aastha,978-9937-702-94-4,C2533,4,854.0
2019-12-25,Sarthak,978-9937-778-72-6,C3291,1,313.0
2018-12-11,Ramailo Katha,978-9937-311-28-4,C7522,4,1224.0
2024-01-18,Maya Ra Yatra,978-9937-278-20-8,C5976,1,1697.0
2024-05-09,Saalikharako Bato,978-9937-578-70-2,C6972,4,330.0
2024-07-25,Yatra Ka Sundar Manch,978-9937-685-26-0,C8150,1,562.0
2022-12-24,Scrum and Lean Methodologies,978-9937-445-49-9,C4731,4,1954.0
2019-01-16,Janata Ko Manch,978-9937-947-63-1,C8791,3,1750.0
2024-03-07,Ujjwal,978-9937-432-57-8,C4644,5,570.0
2019-04-18,Arthik Udyog,978-9937-169-72-1,C4994,3,1254.0
2019-12-16,Nepali Udyog,978-9937-677-78-0,C1084,5,1355.0
2020-05-25,Dai Ko Bhavishya,978-9937-278-79-0,C4721,1,1908.0
2021-08-26,Anand Ko Vishwa,978-9937-119-28-7,C7846,5,1493.0
2024-06-16,Maya Ra Ghar,978-9937-975-26-2,C9417,5,797.0
2024-09-19,Structural Engineering Basics,978-9937-454-23-3,C1109,4,1674.0
2019-12-08,Ujyaalo Aakash,978-9937-790-68-8,C3260,2,1525.0
2021-07-23,Chhito Thito,978-9937-188-51-7,C1572,3,779.0
2023-05-10,Ghar Ko Katha,978-9937-458-93-3,C7015,5,422.0
2023-09-17,Dharma Ko Yatra,978-9937-508-73-0,C2314,5,409.0
2023-07-29,Katha Haru Ko Sanga,978-9937-948-56-4,C4725,5,510.0
2019-02-04,Yatra Ko Mukhya,978-9937-203-29-0,C6701,3,588.0
2023-06-17,Bal Ramailo Yatra,978-9937-522-82-9,C3135,1,1750.0
2021-07-27,Jatra Ma Sangharsha,978-9937-777-69-1,C9748,5,1118.0
2019-01-27,Business Ethics and Corporate Social Responsibility,978-9937-981-40-1,C3843,3,235.0
2022-08-19,Maitri,978-9937-987-76-3,C5371,5,1581.0
2019-06-29,Samaya Ka Safar,978-9937-253-92-5,C8648,1,1365.0
2022-07-15,Mero Ghar,978-9937-483-17-7,C4956,1,1969.0
2022-01-27,Maya Ra Manav,978-9937-595-47-0,C4595,3,962.0
2022-03-28,Communication in Organizations,978-9937-702-99-5,C7659,3,1078.0
2023-03-01,Maya Ra Udaan,978-9937-152-27-0,C6931,2,1723.0
2019-08-31,Nepali Samasya Ko Itihas,978-9937-641-46-8,C1357,3,993.0
2023-04-01,Prashasan Ra Udyog,978-9937-765-37-5,C8036,2,386.0
2020-04-14,Manav Samaj,978-9937-549-20-2,C7789,2,960.0
2021-06-10,Socio-Economic Development in Nepal,978-9937-826-41-6,C1574,4,1156.0
2022-02-27,Kahani Ko Duniya,978-9937-558-79-2,C2319,2,524.0
2022-07-06,Development Economics,978-9937-460-61-5,C2912,1,678.0
2021-08-02,Chhito Masta,978-9937-577-52-1,C6756,5,930.0
2020-12-23,Chhito Khushi Sundar,978-9937-392-58-7,C7095,2,1019.0
2024-03-08,Shiksha Ra Udyog,978-9937-923-16-7,C9774,3,370.0
2021-12-27,Organic Farming: Theory and Practice,978-9937-237-59-4,C6922,4,1182.0
2019-06-08,Nawa Safar,978-9937-536-12-6,C9191,5,692.0
2019-01-12,Scrum and Lean Methodologies,978-9937-445-49-9,C6209,2,1444.0
2024-05-20,Fine Arts Education,978-9937-992-15-2,C9574,5,236.0
2022-12-12,Bal Yatra Ramailo,978-9937-886-64-5,C5674,5,1416.0
2020-09-05,Food Security and Nutrition,978-9937-638-72-4,C3048,1,276.0
2021-03-22,Vikas Ra Samaj,978-9937-678-84-1,C4070,5,484.0
2021-09-04,Kranti,978-9937-714-39-9,C3425,5,707.0
2024-04-30,Maya Ko Samaya,978-9937-610-66-4,C4104,3,1665.0
2023-01-30,Parvaaz,978-9937-247-46-4,C4529,4,1489.0
2021-06-17,Taxation Principles and Practices,978-9937-729-64-3,C8959,2,1988.0
2022-03-11,Manisha,978-9937-143-70-1,C8926,4,1020.0
2023-09-06,Samriddhi,978-9937-679-61-6,C4531,4,1366.0
2024-04-25,Bal Ghar Ko Pataka,978-9937-816-81-2,C8896,3,470.0
2021-06-06,Healthcare Quality Management,978-9937-409-55-2,C7925,2,1644.0
2020-08-20,Yatra Ma Duniya,978-9937-968-35-4,C4564,3,903.0
2021-06-04,Aasha Ko Paila,978-9937-337-27-9,C9443,1,233.0
2023-06-06,Maya Ra Ghar,978-9937-975-26-2,C5699,3,1701.0
2021-04-28,Sociology in Nepal,978-9937-848-46-4,C4372,5,1319.0
2021-04-05,Yug Ko Dhan,978-9937-120-89-8,C5754,1,1580.0
2019-10-06,Ek Bato,978-9937-497-90-7,C8525,2,1988.0
2024-02-19,Fundamentals of Economics,978-9937-215-59-4,C8498,1,1509.0
2019-08-03,Yatra Ka Sundar Manch,978-9937-685-26-0,C9747,5,575.0
2020-01-09,Sanjay Ko Katha,978-9937-580-31-0,C4139,1,717.0
2023-07-21,Naya Sangraha,978-9937-789-72-3,C4447,2,613.0
2019-06-26,Advertising: Theory and Strategy,978-9937-965-26-4,C6493,1,1133.0
2021-09-13,Ramailo Chhito,978-9937-322-73-5,C3826,1,255.0
2020-06-21,Basanti,978-9937-575-29-4,C2939,3,381.0
2019-09-11,Exercise Physiology,978-9937-232-63-2,C9147,2,439.0
2021-11-15,Nepali Sangharsha,978-9937-132-70-3,C1615,4,1815.0
2024-06-01,Chhito Ghar Ko Khusi,978-9937-441-68-4,C6051,4,1618.0
2020-04-23,Business Strategy,978-9937-650-40-0,C9376,3,1600.0
2023-03-10,Nepal Ko Ramailo,978-9937-979-32-8,C4144,2,766.0
2024-10-23,Ramailo Yatra Pustak,978-9937-222-10-8,C6342,1,808.0
2021-01-31,Basanti,978-9937-575-29-4,C9312,2,1699.0
2020-09-27,Electronics and Communication Engineering,978-9937-459-14-5,C8262,5,663.0
2020-06-04,Naya Din,978-9937-222-44-8,C9843,3,1103.0
2023-03-22,Rajesh Hamal Ko Ghar,978-9937-271-87-6,C1652,3,860.0
2020-04-11,Chhito Khushi Ko Kahani,978-9937-176-42-1,C6135,4,1217.0
2019-07-06,Saalikharako Bato,978-9937-578-70-2,C3643,2,897.0
2021-01-22,Sundar Pustak,978-9937-939-21-6,C4907,4,775.0
2023-05-20,Mahakavi Devkota,978-9937-524-17-8,C8997,5,456.0
2023-02-09,Bichar,978-9937-749-13-5,C8692,1,1248.0
2020-03-05,Samaya Ko Pratiksha,978-9937-384-81-9,C1023,1,1930.0
2020-04-06,Sanjay Ka Sawaal,978-9937-497-93-0,C5177,2,1557.0
2023-12-29,Naya Sangharsha,978-9937-613-25-5,C5107,4,1177.0
2023-10-21,Chhito Sundar Yatra,978-9937-475-59-1,C5652,3,1962.0
2020-06-09,Ramailo Ghar,978-9937-586-85-5,C9499,4,1165.0
2022-09-30,Aashako Manchhe,978-9937-970-99-1,C8403,3,1794.0
2021-07-31,Khushi Ko Ghar Yatra,978-9937-385-88-8,C9921,1,361.0
2019-04-28,Photography: Principles and Practice,978-9937-587-96-6,C2832,2,1512.0
2020-02-13,Maya Ra Manav,978-9937-595-47-0,C6473,2,506.0
2021-09-22,Chhaijan,978-9937-261-25-1,C4468,2,805.0
2021-02-22,Manohar,978-9937-678-59-2,C8883,4,417.0
2021-04-22,Sathi Ra Samaya,978-9937-158-36-2,C3060,2,1514.0
2023-12-14,Katha Ra Samaya,978-9937-374-26-5,C2838,3,903.0
2020-11-04,Pani Ko Jatra,978-9937-429-46-6,C5795,3,1449.0
2021-04-21,Bato Haru,978-9937-760-27-3,C3913,1,1641.0
2020-05-18,Nepal Ko Ghar,978-9937-892-60-7,C2553,1,1651.0
2018-12-09,Corporate Finance,978-9937-804-29-9,C6928,3,399.0
2020-05-09,Pramod,978-9937-348-27-8,C7938,1,1543.0
2023-07-26,Psychology of Learning,978-9937-267-90-3,C1698,4,812.0
2018-11-05,Engineering Mechanics: Basics and Applications,978-9937-412-12-0,C7884,3,1865.0
2021-10-10,Chhoto Katha,978-9937-152-96-0,C9805,2,1479.0
2019-12-11,Experimental Psychology,978-9937-770-76-6,C2493,2,545.0
2022-06-13,Anthropology of Music,978-9937-275-35-2,C5464,1,907.0
2022-02-19,Ghar Ko Samaya,978-9937-805-39-2,C7180,5,1244.0
2023-06-22,Prashant Ko Katha,978-9937-875-80-6,C1182,4,1132.0
2024-01-11,Sathi Ko Safar,978-9937-316-92-3,C1102,4,1705.0
2020-07-31,Prashasan Ra Manavadhikar,978-9937-709-46-7,C8384,3,1107.0
2024-03-23,Bal Sahitya,978-9937-950-94-6,C1768,3,1002.0
2019-06-20,Nepali Katha,978-9937-631-85-6,C4458,1,1438.0
2018-12-10,Sathi Ko Aastha,978-9937-966-28-5,C3610,5,491.0
2019-11-01,Nepali Udyog Ko Samasya,978-9937-637-20-6,C9173,4,1353.0
2019-04-06,Introduction to Electrical Engineering,978-9937-292-75-8,C2741,3,1390.0
2018-11-28,Aastha,978-9937-702-94-4,C8300,3,817.0
2020-02-05,Architecture: Basics and Design Principles,978-9937-979-15-1,C7301,1,1508.0
2020-08-01,Introduction to Psychology,978-9937-951-79-6,C5293,4,1933.0
2022-03-27,Chha Chha,978-9937-976-28-4,C4881,4,624.0
2024-08-20,Sangharsha Ko Yatra,978-9937-648-74-0,C8109,2,683.0
2024-10-08,Bhanu,978-9937-224-29-3,C2839,2,812.0
2023-09-22,Dhalko Aakha,978-9937-513-28-5,C8220,5,1257.0
2022-09-10,Chhalphal Ko Yatra,978-9937-901-29-8,C2614,3,1255.0
2021-06-24,Communication in Organizations,978-9937-702-99-5,C6085,3,1395.0
2023-01-06,Bal Sundar Kahani,978-9937-610-96-6,C7536,5,782.0
2022-02-10,Environmental Policy and Governance,978-9937-573-76-3,C5055,5,1551.0
2022-07-20,Khushi Ko Ramailo Yatra,978-9937-453-89-4,C7527,4,1080.0
2021-11-13,Mangal Ko Maya,978-9937-805-39-1,C5961,4,547.0
2022-01-30,Anand Ra Duniya,978-9937-940-19-5,C2876,1,898.0
2024-10-26,Khushi Ko Chhalphal,978-9937-253-29-0,C9038,2,501.0
2021-10-15,Samaya Ko Pratiksha,978-9937-384-81-9,C9586,5,1039.0
2024-09-11,Visual Arts: Concepts and Techniques,978-9937-179-95-1,C5254,4,760.0
2020-08-29,Ek Chhito Sapana,978-9937-342-89-4,C5120,1,590.0
2024-07-12,Logistics Management,978-9937-312-55-1,C7781,3,1581.0
2019-10-18,Safar Ki Samaya,978-9937-898-69-4,C2243,4,1555.0
2019-09-22,Swagat,978-9937-488-69-8,C1179,1,476.0
2020-03-27,Chhalphal Pataka,978-9937-595-47-1,C4342,1,749.0
2022-11-13,Nepali Samasya Ko Katha,978-9937-551-67-8,C7682,5,662.0
2024-02-21,Himal Sagar,978-9937-391-11-3,C1275,2,437.0
2022-11-19,Communication Skills,978-9937-240-23-8,C4097,2,1101.0
2019-07-24,Introduction to Forestry,978-9937-337-18-6,C9837,3,1387.0
2021-05-04,Samaya Ma Katha,978-9937-776-66-5,C3537,5,1986.0
2023-10-27,Sustainable Development Goals,978-9937-327-48-6,C2540,2,221.0
2021-02-20,Mangal Singh,978-9937-366-78-3,C5741,5,1090.0
2022-03-04,Architecture: Basics and Design Principles,978-9937-979-15-1,C1306,4,1854.0
2024-10-25,Khimti,978-9937-123-29-3,C2985,3,532.0
2019-06-09,Shukrabar,978-9937-455-23-2,C6299,4,1721.0
2021-08-13,Chhalphal Kahani Pataka,978-9937-767-76-7,C3168,1,953.0
2019-11-04,Birgunj,978-9937-368-60-0,C2836,3,1995.0
2020-02-26,Shree 5 Ko Yatra,978-9937-738-25-6,C4906,2,1712.0
2019-10-19,Sathi Ra Anand,978-9937-316-67-5,C5576,5,1435.0
2020-07-02,Bal Ghar Yatra,978-9937-726-78-9,C5638,1,764.0
2024-05-03,Anand Ra Yatra,978-9937-338-71-0,C7696,3,284.0
2022-02-07,Pani Ra Paryawaran,978-9937-757-80-7,C6683,1,1878.0
2022-10-20,Baal Sundar Pustak,978-9937-275-51-8,C8200,4,775.0
2022-06-30,Kheti Ko Katha,978-9937-219-80-4,C8561,4,1032.0
2022-11-09,Chhalphal Kahani,978-9937-783-60-9,C8239,1,753.0
2019-11-03,Medical Terminology,978-9937-254-81-6,C1294,1,1965.0
2022-03-03,Indigenous Rights and Issues,978-9937-794-76-1,C4846,5,295.0
2022-04-17,Project Management,978-9937-929-90-7,C1336,3,973.0
2024-04-14,Introduction to Nursing,978-9937-704-45-0,C9426,2,305.0
2021-11-11,Business Research Methods,978-9937-443-82-3,C3481,5,1645.0
2023-04-18,Yugal Gurung,978-9937-979-11-1,C9687,3,1817.0
2023-06-29,Prakriti Ra Manav,978-9937-183-74-0,C1906,1,1607.0
2020-02-10,Janma,978-9937-646-44-5,C4680,1,1546.0
2024-04-24,Systems of Linear Equations,978-9937-272-64-2,C4258,4,677.0
2020-08-05,Naya Aasha,978-9937-263-29-9,C2780,1,406.0
2019-12-07,Chhimeki Ko Bato,978-9937-126-88-2,C9103,5,1848.0
2021-08-02,Jatra Ko Samaya,978-9937-756-25-7,C7115,3,804.0
2024-09-23,Samajik Adhikar,978-9937-907-91-2,C9447,1,1357.0
2020-12-24,Chandrakala,978-9937-455-69-7,C4782,1,801.0
2024-07-02,Khushi Ko Bal Pataka,978-9937-492-46-4,C9402,2,1168.0
2021-07-19,Katha Ra Samaya,978-9937-374-26-5,C4271,4,269.0
2021-03-16,Khushi Ko Yatra,978-9937-288-81-9,C3510,2,450.0
2019-05-04,Maya Ko Dhan,978-9937-235-76-0,C2571,3,1739.0
2024-09-08,Katha Pustak,978-9937-888-20-4,C7250,1,854.0
2020-09-11,Seto Dharti,978-9937-519-44-5,C3776,2,523.0
2023-02-09,Language Teaching Methods,978-9937-811-87-3,C5851,5,1002.0
2021-03-26,Yatra Ki Aasha,978-9937-528-85-8,C1544,5,1659.0
2023-01-24,Ekta Ko Katha,978-9937-472-24-0,C2452,3,1167.0
2020-07-15,Prashasan Ra Khusi,978-9937-956-39-0,C8099,4,904.0
2021-02-22,Nepal Ko Khusi,978-9937-723-11-6,C9382,1,1165.0
2023-02-04,Nepal Ko Adhikar Ra Bato,978-9937-700-97-8,C3814,4,991.0
2022-10-29,Naya Khushi,978-9937-559-55-6,C4961,5,850.0
2020-07-03,Microeconomics: Principles and Practices,978-9937-148-52-9,C5482,5,278.0
2021-10-16,Bal Bhat Bhateni Kahani,978-9937-781-63-5,C3192,2,1368.0
2019-06-26,Khushi Ko Jeevan,978-9937-879-72-9,C2279,1,1191.0
2020-10-17,Mangal,978-9937-108-15-9,C3373,4,1542.0
2022-06-08,Manas Ka Safar,978-9937-140-21-7,C2739,5,603.0
2019-08-02,Anubhav Ka Safar,978-9937-535-95-3,C3787,3,514.0
2021-10-30,Barakhari,978-9937-984-88-9,C1812,2,443.0
2020-11-11,Manavadhikar Ko Udyog,978-9937-635-12-5,C9765,4,1544.0
2024-07-31,Samaya Ma Katha,978-9937-776-66-5,C1286,5,1798.0
2023-01-17,Bhul Ko Yatra,978-9937-601-52-2,C9582,5,1144.0
2022-03-15,Samaya Ko Sanghars,978-9937-641-51-2,C5171,1,1408.0
2024-07-23,Dai Ko Bhavishya,978-9937-278-79-0,C4743,3,1938.0
2024-07-18,Prashanta,978-9937-608-21-8,C4059,5,1525.0
2022-02-05,Global Health Issues,978-9937-583-74-0,C5177,3,1614.0
2021-07-11,Ekta Ko Katha,978-9937-472-24-0,C2569,3,1580.0
2022-04-15,Health Informatics,978-9937-432-40-3,C4124,5,880.0
2021-07-14,Buddhi Kura,978-9937-739-41-7,C5819,1,1365.0
2019-05-03,Sashwat,978-9937-322-89-2,C3511,2,1153.0
2022-11-01,Man Ko Sathi,978-9937-443-33-9,C6117,1,858.0
2019-04-13,Panchthar Ka Kura,978-9937-951-56-8,C1171,2,1030.0
2018-12-12,Arthik Bato,978-9937-779-26-4,C5572,3,1126.0
2021-12-08,Achieving Your Goals,978-9937-958-53-7,C2993,4,1058.0
2024-04-19,Bal Sundar Pataka,978-9937-811-91-7,C7817,3,265.0
2024-02-26,Bal Ramailo Ghar,978-9937-688-89-0,C4329,4,1906.0
2020-09-24,Samajik Vikas Ra Katha,978-9937-408-90-3,C6407,1,1255.0
2024-01-17,Sathi Ko Duniya,978-9937-827-11-8,C9142,5,1615.0
2020-03-14,Dhaak Ko Yatra,978-9937-997-85-7,C4229,5,1260.0
2022-04-29,Aasha ko Ghar,978-9937-771-37-3,C2736,1,1944.0
2021-05-13,Introduction to Mechanical Engineering,978-9937-428-45-4,C9632,4,986.0
2021-10-26,Ghar,978-9937-610-31-6,C2621,1,732.0
2021-10-17,Marketing Research,978-9937-124-60-5,C7151,3,1137.0
2018-11-08,Sunya Manchhe,978-9937-683-87-4,C9846,3,1561.0
2019-05-22,Tika,978-9937-591-49-5,C6412,3,711.0
2021-12-11,Kahani Ko Duniya,978-9937-558-79-2,C2237,1,744.0
2024-07-19,Jindagiko Duniya,978-9937-961-48-8,C4461,2,1369.0
2023-09-04,Kura Kura,978-9937-732-77-3,C1159,3,1831.0
2019-08-31,Conservation Biology,978-9937-583-10-5,C1392,1,1071.0
2024-05-17,Nepali Prashasan,978-9937-366-82-9,C9887,5,1213.0
2021-04-26,Baal Ramailo Ghar,978-9937-654-20-5,C6253,3,752.0
2023-06-18,Advertising: Theory and Strategy,978-9937-965-26-4,C9308,5,1282.0
2023-06-16,Jatiya Sangharsha Ra Vikas,978-9937-297-62-2,C3178,3,1633.0
2022-04-11,Ek Manzil,978-9937-142-57-4,C3167,1,1862.0
2022-07-08,Khushi Ko Aangan,978-9937-694-30-7,C8420,4,1896.0
2020-01-04,Introduction to Fashion Design,978-9937-124-38-6,C3031,2,429.0
2023-04-16,Materials Science: An Overview,978-9937-124-47-3,C7911,2,1400.0
2023-09-25,Ramailo Sundar Kahani,978-9937-634-64-6,C9505,3,1469.0
2022-06-25,Manisha,978-9937-143-70-1,C8858,4,320.0
2022-11-27,Manav Adhikar Ko Itihas,978-9937-564-99-6,C4758,5,1022.0
2020-06-06,Chhito Ramailo Kahani,978-9937-994-44-5,C7906,5,1048.0
2019-03-15,Shiksha Ra Vikas,978-9937-230-15-0,C2492,5,525.0
2024-04-28,Ramailo Chhalphal,978-9937-977-13-8,C5958,5,1253.0
2021-04-06,Sukarma,978-9937-362-55-8,C4190,2,1507.0
2019-09-11,Health Informatics,978-9937-432-40-3,C9833,2,467.0
2024-04-05,Organic Chemistry: Concepts and Applications,978-9937-107-39-9,C1173,3,907.0
2023-11-21,Introduction to Mobile Application Development,978-9937-548-17-1,C4404,3,515.0
2021-12-29,Ankur,978-9937-907-47-0,C5157,5,1398.0
2018-12-07,International Business: Concepts and Applications,978-9937-594-63-0,C9476,1,599.0
2020-02-06,Manas Ko Ghar,978-9937-488-15-9,C8927,2,833.0
2019-04-06,Visual Arts: Concepts and Techniques,978-9937-179-95-1,C1121,2,1974.0
2021-09-24,Emergency Management in Health Care,978-9937-324-17-9,C6435,4,1936.0
2021-07-10,Bal Ramailo Ghar Ko Yatra,978-9937-128-21-7,C8160,4,1939.0
2020-09-06,Political Science: Theory and Practice,978-9937-132-65-4,C6056,4,1381.0
2019-12-25,Botany: An Introduction,978-9937-332-16-8,C5477,2,954.0
2022-11-27,Arthik Itihas Ko Samaya,978-9937-915-59-3,C3308,5,1387.0
2023-12-12,Ankur,978-9937-907-47-0,C3304,5,1941.0
2021-08-28,Introduction to Agile Project Management,978-9937-435-15-5,C7532,2,490.0
2022-05-13,History of Modern Education in Nepal,978-9937-323-37-3,C1016,2,1031.0
2023-06-17,Nepal ko Yatra,978-9937-522-32-0,C9330,2,1772.0
2019-04-14,Prashasan Ra Samaj,978-9937-105-92-0,C6271,4,296.0
2023-02-08,Jatra Ma Sangharsha,978-9937-777-69-1,C7338,1,1964.0
2020-10-18,The Philosophy of Happiness,978-9937-707-96-7,C9561,1,1850.0
2022-05-12,Sabai Ko Khusi,978-9937-913-63-8,C1728,4,1564.0
2023-08-12,Utsav,978-9937-985-68-3,C6398,5,368.0
2021-05-18,Shiksha Ko Mahatv,978-9937-213-87-2,C2733,2,396.0
2021-02-23,Introduction to Physical Education,978-9937-176-36-0,C6346,4,1308.0
2019-02-28,Maya Ko Rukh,978-9937-680-54-8,C2237,1,1280.0
2019-10-08,Adhyan Ra Vikas,978-9937-383-16-9,C7457,5,869.0
2023-05-16,Yatra Ko Vikas,978-9937-679-56-5,C4870,2,1413.0
2024-09-08,Khusi Ko Bato,978-9937-275-35-8,C1098,1,280.0
2024-09-28,Naya Chhaya,978-9937-797-13-5,C2321,4,471.0
2020-03-30,Prashasan Ra Samaj,978-9937-105-92-0,C8985,4,1250.0
2023-12-26,Distance Education and E-Learning,978-9937-716-36-8,C8517,1,473.0
2022-12-29,Jindagi Ko Ramailo,978-9937-641-21-4,C1935,2,1479.0
2019-04-25,Chandra Gurung,978-9937-681-47-5,C5301,3,1695.0
2020-05-22,Nepal Ko Ghar,978-9937-892-60-7,C1600,5,1290.0
2021-08-29,Bujhi Ko Kahani,978-9937-966-25-9,C4502,4,1935.0
2019-12-02,Kaun,978-9937-553-75-0,C2264,4,1366.0
2021-08-30,Nepal Ko Vikas Ra Itihas,978-9937-898-62-4,C8306,2,1318.0
2023-08-25,Chhaat Ko Anubhav,978-9937-867-78-9,C2233,3,362.0
2024-08-14,Arthik Sewa,978-9937-678-85-5,C5074,1,930.0
